rel_path	success	n_rec	vl_const_onset	flag
worker2/PPCC/marshmallow/s2/j0/n1/base	1	48		OK
worker2/PPCC/marshmallow/s2/j0/n2/base	1	47		OK
worker2/PPCC/marshmallow/s2/j0/n3/base	1	51		OK
worker2/PPCC/marshmallow/s2/j0/n4/base	1	41		OK
worker2/PPCC/marshmallow/s1/j4/n4/base	0	144		OK
worker2/PPCC/marshmallow/s2/j0/n0/base	1	45		OK
worker2/PPCC/marshmallow/s1/j4/n2/base	0	144		OK
worker2/PPCC/marshmallow/s1/j4/n3/base	0	144		OK
worker2/PPCC/marshmallow/s2/j1/n2/base	1	47		OK
worker2/PPCC/marshmallow/s2/j1/n3/base	1	50		OK
worker2/PPCC/marshmallow/s2/j1/n4/base	1	45		OK
worker2/PPCC/marshmallow/s2/j2/n0/base	1	47		OK
worker2/PPCC/marshmallow/s2/j1/n0/base	1	127		OK
worker2/PPCC/marshmallow/s2/j1/n1/base	1	47		OK
worker2/PPCC/marshmallow/s2/j2/n1/base	1	47		OK
worker2/PPCC/marshmallow/s2/j2/n2/base	1	49		OK
worker2/PPCC/marshmallow/s2/j2/n3/base	1	52		OK
worker2/PPCC/marshmallow/s2/j2/n4/base	1	48		OK
worker2/PPCC/marshmallow/s2/j3/n0/base	1	45		OK
worker2/PPCC/marshmallow/s2/j3/n1/base	1	44		OK
worker2/PPCC/marshmallow/s2/j3/n4/base	1	41		OK
worker2/PPCC/marshmallow/s2/j4/n0/base	1	44		OK
worker2/PPCC/marshmallow/s2/j3/n2/base	1	43		OK
worker2/PPCC/marshmallow/s2/j3/n3/base	1	42		OK
worker2/PPCC/marshmallow/s2/j4/n1/base	1	39		OK
worker2/PPCC/marshmallow/s2/j4/n2/base	1	37		OK
worker2/PPCC/marshmallow/s2/j4/n3/base	1	39		OK
worker2/PPCC/marshmallow/s2/j4/n4/base	1	39		OK
