plan_id	machine	grid_instruction	scene_idx	noise_idx	armsig	kind	sig	pkl_sha256	model	version	ckpt	task	task_id	instruction	env_name	env_seed	inference_seed	episode_idx	success	steps	n_inferences	n_action_steps	chunk_len	has_pkl	capture_token_mode	feature_kind	feature_axes	record_shape	capture_layers	plan_name	machine_source	ckpt_source	meta_source	rel_path	cell_si	jitter_reset_idx
46ea62d53e09	kanu	OpenDrawer/left	2	0	base	activation	58b52587eec0fea6	58b52587eec0fea6fd386702bef9c8b7f7cb1d809b8634a372fada2018cf2857	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Open the left drawer.	robocasa_panda_omron/OpenDrawer_PandaOmron_Env	100004	1300000	0	1			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	"[""layer"",""denoise_step"",""model_token"",""feature_dim""]"	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v4_jitter	grid_coord	meta	meta_json	46ea62d53e09/kanu/OpenDrawer/left/s201/n0/base	201	1
46ea62d53e09	kanu	OpenDrawer/left	2	1	base	activation	3769e71ef1b9a775	3769e71ef1b9a775ce97a68d70691aa33813cfe186539a0409a4849243fd2352	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Open the left drawer.	robocasa_panda_omron/OpenDrawer_PandaOmron_Env	100004	1300001	0	1			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	"[""layer"",""denoise_step"",""model_token"",""feature_dim""]"	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v4_jitter	grid_coord	meta	meta_json	46ea62d53e09/kanu/OpenDrawer/left/s201/n1/base	201	1
46ea62d53e09	kanu	OpenDrawer/left	2	2	base	activation	237c414b7d9635cd	237c414b7d9635cdb0ab5528985b6e8b55414a7a94dab597adb551bc860e8799	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Open the left drawer.	robocasa_panda_omron/OpenDrawer_PandaOmron_Env	100004	1300002	0	1			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	"[""layer"",""denoise_step"",""model_token"",""feature_dim""]"	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v4_jitter	grid_coord	meta	meta_json	46ea62d53e09/kanu/OpenDrawer/left/s201/n2/base	201	1
46ea62d53e09	kanu	OpenDrawer/left	2	3	base	activation	ea039b70d70c2c78	ea039b70d70c2c78b3d8167d8c27d5c1012e9f4e4a39418062e10b7d6344cf56	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Open the left drawer.	robocasa_panda_omron/OpenDrawer_PandaOmron_Env	100004	1300003	0	1			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	"[""layer"",""denoise_step"",""model_token"",""feature_dim""]"	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v4_jitter	grid_coord	meta	meta_json	46ea62d53e09/kanu/OpenDrawer/left/s201/n3/base	201	1
46ea62d53e09	kanu	OpenDrawer/left	2	4	base	activation	57b93c1fbc1a5b41	57b93c1fbc1a5b41429e7610c0a580db751f932a69399df340f37557e8fc7d35	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Open the left drawer.	robocasa_panda_omron/OpenDrawer_PandaOmron_Env	100004	1300004	0	1			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	"[""layer"",""denoise_step"",""model_token"",""feature_dim""]"	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v4_jitter	grid_coord	meta	meta_json	46ea62d53e09/kanu/OpenDrawer/left/s201/n4/base	201	1
46ea62d53e09	kanu	OpenDrawer/left	2	0	base	activation	55d204d49de87c19	55d204d49de87c1956ce8aa81217d259c5654cff571701391c8bd922cde2572c	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Open the left drawer.	robocasa_panda_omron/OpenDrawer_PandaOmron_Env	100004	1300000	0	1			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	"[""layer"",""denoise_step"",""model_token"",""feature_dim""]"	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v4_jitter	grid_coord	meta	meta_json	46ea62d53e09/kanu/OpenDrawer/left/s202/n0/base	202	2
46ea62d53e09	kanu	OpenDrawer/left	2	1	base	activation	82079b918d61d36b	82079b918d61d36b451f4474c3cbafe770ddcf821a21913cde574f675fa3bd4d	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Open the left drawer.	robocasa_panda_omron/OpenDrawer_PandaOmron_Env	100004	1300001	0	1			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	"[""layer"",""denoise_step"",""model_token"",""feature_dim""]"	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v4_jitter	grid_coord	meta	meta_json	46ea62d53e09/kanu/OpenDrawer/left/s202/n1/base	202	2
46ea62d53e09	kanu	OpenDrawer/left	2	2	base	activation	d9552e1f11ce8544	d9552e1f11ce854495b10f3de26b3d919bc0c90c87834671c3908a780fd0f43c	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Open the left drawer.	robocasa_panda_omron/OpenDrawer_PandaOmron_Env	100004	1300002	0	1			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	"[""layer"",""denoise_step"",""model_token"",""feature_dim""]"	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v4_jitter	grid_coord	meta	meta_json	46ea62d53e09/kanu/OpenDrawer/left/s202/n2/base	202	2
46ea62d53e09	kanu	OpenDrawer/left	2	3	base	activation	26814b1a680a1f11	26814b1a680a1f11037b35735addde9486464cc90dd78ffcb48615c41d4e7e9d	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Open the left drawer.	robocasa_panda_omron/OpenDrawer_PandaOmron_Env	100004	1300003	0	1			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	"[""layer"",""denoise_step"",""model_token"",""feature_dim""]"	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v4_jitter	grid_coord	meta	meta_json	46ea62d53e09/kanu/OpenDrawer/left/s202/n3/base	202	2
46ea62d53e09	kanu	OpenDrawer/left	2	4	base	activation	69a5abeb9b3734bd	69a5abeb9b3734bd9a9a8b2789f471750f8f5ee1e9dd2a458adfbe41bd55264f	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Open the left drawer.	robocasa_panda_omron/OpenDrawer_PandaOmron_Env	100004	1300004	0	1			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	"[""layer"",""denoise_step"",""model_token"",""feature_dim""]"	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v4_jitter	grid_coord	meta	meta_json	46ea62d53e09/kanu/OpenDrawer/left/s202/n4/base	202	2
